COLLEGE_NAME,ADDRESS,DISTRICT,STATE,OFFICE_NUMBER,EMAIl,WEBSITE_LINK
Jayaram College Of Engineering & Technology,Karattampatty;pagalavadi Thuraiyur Taluk Trichy - 621014 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,04327 - 230260/230270,jcetnet@yahoo.com,www.jcet.in
Jayaram College of Engineering and  Technology,Karattampatty; Pagalavadi Post; Thuraiyur Taluk; Pincode - 621014 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,04327 - 230260,,
Latha Madhavan Engineering College,Latha Mathavan Nagar Kidaripatti Po Alagarkoil Madurai - 625301 Madurai (Dist) Tamil Nadu,MADURAI,Tamil Nadu,0452-6454125/ 2093354/ 320 8876,impcc@yahoo.com//  lmecmdu@yahoo.co.in//  info@lmec.ac.in,http://www.lmec.ac.in/
Jei Mathaajee College of Engineering,Kanchipuram To Arakkonam Road; Kooram Gate;vishakandikuppam; Siruvakkam Pincode - 631552 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-6727 0880,jmce.bose@yahoo.com / jmce.bose@gmail.com,www.jeimathaajeeengg.org
Jeppiaar Engineering College,Jeppiaar Nagar Old Mammallapuram Road Chemmencheri Village Pincode - 600119 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24502818/24502816,office@jeppiaarcollege.org,www.jeppiaarcollege.org
Jeppiaar Institute of Technology,Jeppiaar Nagar; Kunnam Village; Sriperumpudur Taluk; Pincode - 631604 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-27159000,office@jeppiaarinstitute.org,www.jeppiaarinstitute.org
Jay Shriram Group Of Institutions,Dharapuram Road; Avinashi Palayam Pincode - 638660 Tiruppur (Dist) Tamil Nadu,TIRUPPUR,Tamil Nadu,4212313335,jay.shriram@yahoo.com,www.jayshriram.edu.in
Lord Venkateshwara Engineering College,Pulliyampakkam Village Walajabad Post Office Kanchipuram Taluk Kanchipuram - 631605 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 37200413/14/ 15/ 37205579,college@ivengcol.com,www.lvengcol.com
Loyola - ICAM College of Engineering and  Technology,Loyola College Campus; Nungambakkam; Pincode - 600034 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,-28178443,,www.licet.ac.in
Nehru Institute of Engineering & Technology,451-d; Nehru College Campus Kuniamuthur Coimbatore - 641008 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 2252402 / 2252562 / 2251148,nehruclg@md3.vsnl.net.in,www.nehrucolleges.com
Ranippettai Engineering College,Thenkadappanthangal; Walajapet(tk.); Pincode - 632513 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,04172-232888,recwalaja@yahoo.com,www.ranippettai.edu.in
Ranganathan Engineering College,Zahirnaichenpalayam; Veeraliyur Post Viraliyur(post) Thondamuthur (via) Coimbatore - 641109 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-3269883,info@rrct-rec.com,www.rrct-rec.com
Ranganathan Architecture College,Zakirnaikan Palayam; Viraliyur Post; Thondamuthur Pincode - 641109 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 2619103,,http://www.rrct-rec.org/reng/
Angel College of Engineering and Technology,Angel Nagar Dharapuram Main Road; P.k. Palayam Pincode - 641665 Tiruppur (Dist) Tamil Nadu,TIRUPPUR,Tamil Nadu,0421- 2359704/ 2266900,acet@angelindia.com,http://www.angelindia.com/acet
Francis Xavier Engineering College,103; G-2; By Pass Road; Vannarpettai Tirunelveli Pincode - 627003 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,0462 - 2502157/ 2502283,principal@francisxavier.ac.in,www.francisxavier.ac.in
Rajalakshmi Engineering College,Thandalam Village Sriperumbudur Taluk Kancheepuram Kanchipuram - 602105 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27156750/ 51/ 52/ 53,services@rajalakshmiengg.com//  placements@rajalaksh,www.rajalakshmi.org
Vaigai College of Engineering,Therkutheru; Melur Taluk; Madurai Pincode - 625 122 . Madurai (Dist) Tamil Nadu,MADURAI,Tamil Nadu,0452 - 2911009,contactvce@vaigai.org,http://www.vaigai.org
Mount Zion College Engineering Technology,Pilivalam Post Office Thirumayam Post Pudukotai - 622507 Pudukkottai (Dist) Tamil Nadu,PUDUKKOTTAI,Tamil Nadu,04333 - 277564/ 125/ 565,admissions@mount-zion.net,www.mount-zion.net
Anand Institute of Higher Technology,Kalasalingam Nagar Old Mahabalipuram Road;kazhipattur Chennai Chennai - 603103 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27471320/044 - 27471330,aiht_anand@yahoo.co.in,http://www.aiht.ac.in/
Rajas International Institute of Technology for Women,Ozhuginasery; Nagercoil Pincode - 629001 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04652-272223 / 272224 / 272225,chairman@rajas.edu,http://rajas.edu/
Rajalakshmi School of Architecture,Rajalakshmi Nagar; Thandalam; Sriperumpudur Taluk Pincode - 602105 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,46.58844889,arch@rajalakshmi.edu.in,www.architecture.rajalakshmi.org
Rajalakshmi Institute of Technology,Kothampakkam Poonamalee Taluk Pincode - 602103 Tiruvallur (Dist) Tamil Nadu,TIRUVALLUR,Tamil Nadu,044 - 26810787,admin@rajalakshmi.edu.in,www.ritchennai.org
University College of Engineering| Nagercoil,Konam; Nagercoil; Kanyakumari District Pincode - 629004 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,-265072,tpw@ucentp.in,http://ucentp.in/
New Prince Shri Bhavani College of Engineering and Technology,Vengaivasal Main Road Gowrivakkam Pincode - 600073 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-22420028/ 22420100,info@newprinceshribhavani.com/placement@newprinces,www.newprinceshribhavani.com
Aksheyaa College of Engineering,Puludivakkam; Maduranthagam Taluk; Pincode - 603 314 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,+ 91 44 27568004-02-05,principalace1@gmail.com,www.ace.ac.in
Nehru Institute of Technology,Jawahar Gardens Kaliapuram Thirumalayampalayam (post) Pincode - 641105 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-2656540/ 2656677,jsc_neyveli@yahoo.co.in,http://www.nehrucolleges.com/jit/
Rajiv Gandhi College of Engineering,S.no.103 Nimely Village Sriperumbudur Kanchipuram - 602105 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 -27163100/27163526/27162905/27163527,principal_rgce@yahoo.com// thegres@vsnl.net.,www.rgcesri.org
Adithya Institute of Technology,Kurumbapalayam Village Coimbatore - 641107 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,,info@adithyatech.edu.in,www.adithyatech.edu.in
Indira Gandhi College Of Engineering & Technology For Women,68; Athur Village (p.o) Chengalpattu - Kancheepuram High Road Chengalpattu Taluk Pincode - 603101 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 â€“ 26531612/ 27493423 / 24,igicet@yahoo.com,www.igcet.com
Vinayaka Missions Kirupananda Variyar Engineering College.,Periya Seeragapadi Nh-47 Sankari Main Road Ariyanoor Salem - 636308 Salem (Dist) Tamil Nadu,SALEM,Tamil Nadu,,principal@vmkvenggcollege.org // ,www.vmkvec.ac.in
Sri Krishna College of Engineering and Technology,Sugunapuram Kuniamuthur Post Coimbatore - 641008 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 2678001(7 Lines),info@skcet.ac.in,www.skcet.ac.in
Coimbatore Institute of Technology,Civil Aerodrome Coimbatore - 641014 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 -2574071 / 72,rpcitpr@gmail.com,www.cit.edu.in
Coimbatore Institute of Engineering & Information Technology,Vellimalaipattinam Narasipuram Post Coimbatore - 641109 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 2651131/2651132 / 2650703,ciet@kovaikalaimagal.org,www.kovaikalaimagal.org
CMS College Of Engineering and Technology,Appachigoudanpathy;kumittipathy; Ok Mandapam (vi Pincode - 641 032 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 2636053 / 2636055 / 2636050,cmscet@gmail.com,www.cmscet.com
Balaji institute of engineering and technology,Thandalam Village Thiruporur Chengalpattu Taluk Kanchipuram - 603110 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27498544,info@biet.net.in,www.biet.net.in
Thiagarajar College of Engineering,Madurai - 625015 Madurai (Dist) Tamil Nadu,MADURAI,Tamil Nadu,0452 - 2482430/ 2482240/2482241/ 2482242,tce@vsnl.com,http://www.tce.edu/
CK College of Engineering and Technology,Ayaram Nagar; Chellankuppam Pincode - 607003 Cuddalore (Dist) Tamil Nadu,CUDDALORE,Tamil Nadu,4142 - 227455/ 227454,principalckcet@yahoo.com,http://www.ckcet.com
Thangavelu Engineering College,Old Mahabalipuram Road; Karapakkam Village Okklampet Post Office Tambaram Taluk Chennai - 600096 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24501377/ 24501045,tec@satyam.net.in,http://www.thangavelucolleges.com
St. Anne's College of Engineering and Technology,Anguchettypalayam; Siruvathur Post; Pincode - 607110 Cuddalore (Dist) Tamil Nadu,CUDDALORE,Tamil Nadu,4142 - 243661,,http://www.stannescet.ac.in/
Thanthai Periyar Government Institute of Technology,North Arcot Ambedkar Pincode - 632002 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,0416 - 2227762,info@tpgit.edu.in,www.tpgit.edu.in
St.Mother Therasa Engineering College,Vagaikulam; Srivaikundam; Pincode - 628102 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,0461-2269301,principalmtec@gmail.com,www.mtec.ac.in
Shri Sapthagiri Institute of Technology,No.381; Mbt Road; (madras Bangalore Trunk Road); Ocheri; Pincode - 632531 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,04177-254376,ssitedu@gmail.com,www.ssitocheri.com
St.Peter's College of Engineering and Technology,College Road; Avadi Pincode - 600054 Tiruvallur (Dist) Tamil Nadu,TIRUVALLUR,Tamil Nadu,044 - 26558087,spcet2008@gmail.com,www.spcet.ac.in
Sri Subramanya college of Engineering & Technology,Sukkamanyakanpatti (po) Pincode - 624615 Dindigul (Dist) Tamil Nadu,DINDIGUL,Tamil Nadu,04545 - 255132/ 255133/ 34/35,sscet@rediffmail.com,www.subramanya.org
Sun College of Engineering and Technology,Sun Nagar Erachakulam Kanyakumari - 620902 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04652 - 281462,sunengg@sunedu.ac.in,http://www.sunedu.ac.in
Balaji College of Engineering,Trichy Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,,,
Arul College of Technology,Radhapuram; Pincode - 627111 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,04637-200096,arulcollege.act@gmail.com,www.rajas.edu
St. Joseph's College Of Engineering Kanchipuram,Trinity Campus Nemili (beemanthangal) Sriperumbudur Chennai - 602105 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 â€“ 2710 7072,,
Sri Krishna College of Engineering|Arakonam,Sri Krishna Nagar; Trs Campus; Arakkonam; Pincode - 631003 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,+91-4177-238 700,principal@skce.in,www.skce.in
St. Joseph's College of Engineering & Technology,Elupatti Village Rawasapatti Po Pincode - 613403 Thanjavur (Dist) Tamil Nadu,THANJAVUR,Tamil Nadu,04362-282465/66,sjcet_tnj@yahoo.com//  stjcet@rediffmail.com,www.prcolleges.com
Bharath Niketan Engineering College,Sri Gowri Nagar; Thimmarasanaickanoor; Aundipatty; Theni - 625 536 Theni (Dist) Tamil Nadu,THENI,Tamil Nadu,04546 ? 242970,bnecadmin@gmail.com,www.bnec.org.in
Thiruvalluvar College of Engineering and Technology,Ponnur (malai) Chetput Road Vandavasi Tiruvannamalai - 604505 Tiruvannamalai (Dist) Tamil Nadu,TIRUVANNAMALAI,Tamil Nadu,04183 - 225986,admin@tiruvalluvar.net,
Thirumalai Engineering College,Kilambi Village Krishnapuram Post Krishnapuram Taluk Pincode - 631551 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27277898/ 27277866/ 37208044,thirumalaiengg1999@yahoo.co.in,www.thirumalaiengg.in
St.Jhon's College of Engineering and Technology for Women,Vellore -arni Road; Nh 234;pennathur; T.b.sanitorium (po.); Pincode - 632011 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,4162223357,sjenggcollege@gmail.com,
Sri Krishna Institute of Technology,Navaneedam Nagar; Panapakkam; Near Padappai Tambaram Via Pincode - 601301 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-27145526/ 9244900840,info@srikrishnait.com,www.srikrishnait.com
Arunai Engineering College,Velu Nagar Mathur Tiruvannamalai - 606603 Tiruvannamalai (Dist) Tamil Nadu,TIRUVANNAMALAI,Tamil Nadu,04175- - 237419/237739,arunai@md2.vsnl.net.in,www.arunai.org
Sri Krishna Engineering College,Panapakkam Village Near Padappai Via Tambaram Sri Perumpudur Taluk Kanchipuram - 601301 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 â€“ 65392338/ 27190026,srikrishnaengg@sify.com,http://www.srikrishnacollege.com
Arunai College Of Engineering,Velu Nagar Tiruvannamalai - 606603 Tiruvannamalai (Dist) Tamil Nadu,TIRUVANNAMALAI,Tamil Nadu,4175237079,aectvm2011@gmail.com,www.arunai.edu.in
Arunachala College of Engineering for Women,'thanka Gardens'; Manavilai; Vellichanthai; Nagerc Pincode - 629 203 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04651 - 200100/ 200123/ 200166,acewomenscollege@gmail.com,http://www.arunachalacollege.com/
St. Michael College Of Engineering And Technology,St.santhiagaper Nagar; Kalayarkoil; Pincode - 630551 Sivaganga (Dist) Tamil Nadu,SIVAGANGA,Tamil Nadu,4575232009,info@smcet.edu.in,www.smcet.edu.in
Arulmuruga Technical Campus,Karvazhi Road; Thennilai; Aravakurichy; Pincode - 639206 Karur (Dist) Tamil Nadu,KARUR,Tamil Nadu,04320-237589,principalatc@arulmurugan.edu.in,http://arulmurugan.edu.in/eng/technicalcampus/
Sri Krishna College of Technology,Kovaipudur Pincode - 641042 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422 - 2604545 / 46 / 47 / 48 / 49,vibjengg@vlbjcet.ac.in,www.vlbjcet.ac.in
Coimbatore Marine College,296; Pollachi Main Road Myleripalayam Othakalmandapam Coimbatore - 641032 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-2611123/ 2611034,cmcmarine@dataone.in,www.coimbatoremarinecollege.com
St. Joseph's Institute of Technology,Jeppiar Nagar; Rajiv Gandhi Salai; Semmanchery Village; Sholinganallur; Pincode - 600119. Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 2450 3132,stjosephstechnology@gmail.com,www.stjosephstechnology.ac.in/
St. Joseph's College Of Engineering Tamil Nadu,Old Mamallapuram Road; Chemmanchery Village Sholinganallur Post Office Tambaram Taluk Pincode - 600119 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24501060 / 1449 / 0765 / 0792 / 3236,jprjosep@giasmd01.vsnl.net.in,http://www.stjosephs.ac.in
Sri Raaja Raajan College of Engineering & Technology,Amaravathipudur; Karaikudi; Sivaganga(dt.); Pincode - Pin - 630301 Sivaganga (Dist) Tamil Nadu,SIVAGANGA,Tamil Nadu,04565 234230,srrcet2010@gmail.com,www.raajaraajan.org
Sri Sivasubramaniya Nadar College of Engineering,Rajiv Gandhi Salai Old Mahabalipuram Road; Kalavakkam Village Thiruporur Post Office Chennai - 603110 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27474844/ 27474845/ 27474846,salivahanans@ssncee.ac.in,http://www.ssn.edu.in
Sri Padmavathi College of Engineering,Mevalur Kuppam Valarpuram Post Bangalore High Road Kanchipuram - 602105 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24352883 to 87/ 99400 62881,padmavathicollege@hotmail.com,http://www.sapthagirigroup.com
St.Xavier's Catholic College of Engineering,Kalkaulam Taluk Chunkankadai; Nagerocoil Chunkandadai Kallulam Kanyakumari - 629807 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04652 - 233982/ 232560,sxcce@vsnl.com,http://www.xaviersengg.edu.in
Christian College of Engineering and Technology|,Near Check Post; Dindigul Road Oddanchatram (tk) Dindigul - 624619 Dindigul (Dist) Tamil Nadu,DINDIGUL,Tamil Nadu,04553 -240229/241128/293251,ccet@ccetodc.org,www.ccetodc.com
Christ The King Engineering College,158/3 Onnipalayam Road;cecilia Gardens; Chikkaram Pincode - 641104 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,04254 273167/68/69,,http://www.christthekingcollege.in/
St Marys Engineering College Coimbatore,No.425 Methupalayam Road Coimbatore Coimbatore - 641043 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,,,
C.S.I.Institute of Technology,Grace Garden Thovalai Nagercoil Kanyakumari - 629302 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04652 - 2363176,collegecsiit@yahoo.com,http://www.csiit.ac.in
C.Abdul Hakeem College of Engineering and Technology,Hakeem Nagar Melvisaram Pincode - 632509 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,04172 - 267387,cahcet@rediffmail.com,www.cahcet.in
C.R. Engineering College,Valayapatti; Melur (t.k); Alagar Kovil Road; Pincode - 625 301 Madurai (Dist) Tamil Nadu,MADURAI,Tamil Nadu,0452 - 2470327,,www.crcolleges.org
Sri Bharathi Engineering College for Women,Kaikkurichi; Alangudi Pos Pincode - 622303 Pudukkottai (Dist) Tamil Nadu,PUDUKKOTTAI,Tamil Nadu,04322 242768,sribharathienggcollege@sbec.edu.in,www.sbec.edu.in
Sona College of Technology,P.b.552; Sona Nagar Thiyagarajar Polytechnic College Road Suramangalam Post Salem - 636005 Salem (Dist) Tamil Nadu,SALEM,Tamil Nadu,0427-2443545/2443543/ 2443544,sonatec@vsnl.com,www.sonatech.ac.in
The Rajaas Engineering College,Raja Nagar Vadakkangulam Pincode - 627116 Tirunelveli (Dist) Tamil Nadu,TIRUNELVELI,Tamil Nadu,04637 - 230066/ 230142/ 231810/231811,info@rajas.edu,www.rajas.edu
Sri Venkateswara Institute Of Science And Technology,Koghundalur Village Thiruvallur Taluk Thirupachur Tiruvallur - 631203 Tiruvallur (Dist) Tamil Nadu,TIRUVALLUR,Tamil Nadu,044 - 27666669/ 27666699,svis_tech@yahoo.com,http://www.svis-tech.com
Sri Venkateswara Institute of Engineering,Melumalai Villege; Hosur - Tk. Pincode - 635 001 Krishnagiri (Dist) Tamil Nadu,KRISHNAGIRI,Tamil Nadu,,,http://www.svie.ac.in/
Sri Venkateswara College of Technology,Pincode - 602 105 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,,,
Archana Institute of Technology,Nh-7; Salem Main Road; Thimmapuram Pincode - -635112 Krishnagiri (Dist) Tamil Nadu,KRISHNAGIRI,Tamil Nadu,04343 - 268333,info@archanagroup.com,www.archanagroup.com
Central Institute of Plastics Engineering & Technology Chennai,Cipet Chennai Thiru-vi-kaindustrialestate Pincode - 600032 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,044 22254701 to 06,cpcmt1@gmail.com,www.cipet.gov.in
Apollo Priyadarshan Institute of Technology,Tambaram ? Kancheepuram Main Road; Oragadam; Walajabad Via; Pincode - 631604 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,+ 91 - 44 - 2436 2183/ 2436 2184/ 2436 2185,info@apollopriyadarshanam.in,www.apollopriyadarshanam.in
TJ Institute of Technology,I.t. Highway; Old Mahabalipuram Road Karapakkam Village; Okklampet Po Tambaram Tk Pincode - 600096 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24501408/  24501409,tjinstitute@sify.com,http://www.thangavelucolleges.com
The New Royal College of Engineering & Technology,East Coast Road Poonjeri Mamallapuram Chennai - 603104 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 27443116,,
College of Engineering Guindy,Anna University Guindy Pincode - 600025 Chennai (Dist) Tamil Nadu,CHENNAI,Tamil Nadu,,support@tnce.in,www.annauniv.edu
Sri Nandhanam College of Engineering & Technology,Molagarampatti Tirupattur Pincode - 635601 Vellore (Dist) Tamil Nadu,VELLORE,Tamil Nadu,04179 - 228146/ 228892,info@nandhanam.in,http://www.nandhanam.in
Trichy Engineering College,Trichy-chennai Trunk Main Road Konalai Village Konalai Post Office Trichy - 621132 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,0431 - 2650541/ 2650540/ 2560266,trichyenggcollege@rediffmail.com,www.trichyengineeringcollege.com
Suguna College of Engineering,386-387;nehru Nagar;kalapatti Road; Pincode - 641014 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-2913705,sugucoe@gmail.com,http://www.sugunace.com/
Shree Motilal Kanhaiyalal Fomra Institute of Technology,Fomra Building #250/123; Govindappa Naicken Street Chennai Pincode - 600001 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 -25396127/25369270,smtfit@fomra.co.in,www.smkfomra.net
Sri Muthukumaran Institute Of Technology,Chikkarayapuram Kunrathur Road Mangadu Pincode - 600069 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 24783277/ 24780002  to 04,info@smitcollege.org,http://www.smitcollege.org
Sudharsan Engineering College,Nh-210; Sathiyamangalam Village Sathiyamangalam (p.o) Kolathur Taluk Pudukotai - 622001 Pudukkottai (Dist) Tamil Nadu,PUDUKKOTTAI,Tamil Nadu,04339 - 240840,principal@sudharsanengg.com,www.sec.ac.in
Shree Sathyam College Of Engineering and Technology,Manjakkalpatti; Kuppanur(po); Sankari(tk); Salem - 637301 Salem (Dist) Tamil Nadu,SALEM,Tamil Nadu,04283-244080,info@shreesathyaminstitutions.in,www.shreesathyaminstitutions.in
T.S.M. Jain College of Technology,Kallakurichi Pincode - 606 201 Viluppuram (Dist) Tamil Nadu,VILUPPURAM,Tamil Nadu,04151 - 222451,,www.tsmjain.com
Shree Venkateshwara Hi-Tech Engineering College,Sri Kalaivani Nagar; Othakuthirai Erode-sathy Main Road Gobichettipalayam Pincode - 638455 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,0424 - 2430333,svhecgobi@gmail.com,www.svhec.com
Shreenivasa Engineering College,B.pallipatti Post; Bommidi Village; Pincode - 635301 Dharmapuri (Dist) Tamil Nadu,DHARMAPURI,Tamil Nadu,04346-294079,,
Shri Andal Alagar College of Engineering,No.6; Mamandur Village Gst Road; Madhuranthakam Kanchipuram - 603111 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 27565662/663/227/228,saact@yahoo.com,www.saace.net
Shri Angala Amman College of Engineering and Technology,Ramani Nagar; Sriruganoor Ramanan Nagar Lalgudi Taluk Trichy - 621105 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,0431 - 2650336/ 2650334/2650352,admn@angalammancet.com,www.sacet.edu.in
Sri Lakshmi Ammal Engineering College,Thiruvencheri Selaiyur Pincode - 600073 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044-2229 0357/ 2229 0443,info@slaecollege.edu.in,www.slaecollege.edu.in
TJS Engineering College,T.j.s. Nagar; Peruvoyal; Near Kavaraipettai; Gummidipoondi Taluk; Tiruvallur - 601 206 Tiruvallur (Dist) Tamil Nadu,TIRUVALLUR,Tamil Nadu,044-27900080/ 27967605/ 27967606 / 27967600,tjsivanandam@ymail.com,www.tjsenggcollege.com
Stella Mary's College of Engineering,Aruthengavilai; Azhikal Post; Kanyakumari Pincode - 629202 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04651 - 239122/04651 - 239522,stellamarys@outlook.com,www.stellamarys.in
Star Lion College Of Engineering And Technology,Thanjavur Main Road; Manankorai Village; Pincode - 614206 Thanjavur (Dist) Tamil Nadu,THANJAVUR,Tamil Nadu,04374-243243,starlionengineering@gmail.com,www.starlionengineering.ac.in
Arasu Engineering College,46; Chennai Main Road; Kumbakonam - 612501 Thanjavur (Dist) Tamil Nadu,THANJAVUR,Tamil Nadu,91-0435-3299999/6533333,arasuengg@sancharnet.in//  arasuengg@sancharnet.in,www.aec.org.in
S.R.I College Of Engineering And Technology,Melmaruvathur Road; Birudur; Vandavasi; Tiruvannamalai - 604408 Tiruvannamalai (Dist) Tamil Nadu,TIRUVANNAMALAI,Tamil Nadu,4183291569,sriinstitution@yahoo.com,www.sriinstitutions.com
Dhanalakshmi Srinivasan Institute of Technology,Nh - 45; Trichy - Chennai Main Road; Samayapuram Pincode - 621112 Tiruchirappalli (Dist) Tamil Nadu,TIRUCHIRAPPALLI,Tamil Nadu,04328 - 220555,,http://www.dsgroups.org/
ACT College Of Engineering & Technology,Nelvoy Village; Pukkathurai Post Ukkathurai - Uthiramerur High Road Maduranthagam Pincode - 603107 Kanchipuram (Dist) Tamil Nadu,KANCHIPURAM,Tamil Nadu,044 - 26531612/ 26533219,actcet.nelvoy@gmail.com,www.actcet.com
Narayanaguru College of Engineering,Chittadavu Manjalumoodu Arumana Post Kanyakumari - 629151 Kanyakumari (Dist) Tamil Nadu,KANYAKUMARI,Tamil Nadu,04651 - 284500/ 200,nce@sancharnet.in//  info@ngce.ac.in,http://www.ngce.ac.in
Narasu's Sarathy Institute of Technology,Poosaripatty Village Omalur (tk) Salem - 636305 Salem (Dist) Tamil Nadu,SALEM,Tamil Nadu,4290249661,nsitsalem@gmail.com,www.nsit.edu.in
Hindustan Institute of Technology Tamil Nadu,Othakkalamandapam Coimbatore - 641006 Coimbatore (Dist) Tamil Nadu,COIMBATORE,Tamil Nadu,0422-2561633 / 44 / 66,info@hindusthan.net,www.hindusthan.net
Agricultural Engineering College and Research Institute,Agricultural University Pincode - 641003 Thoothukudi (Dist) Tamil Nadu,THOOTHUKUDI,Tamil Nadu,04630-261226,deanagrikkm@tnau.ac.in,www.tnau.ac.in/kkm/a.html
Nandha Engineering College,Vailkalmedu Bus Stop Perundurai Main Road Pichandampalayam Post Erode - 638052 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,04294-225585 / 223711 / 223722 / 226393,nandhaengg@rediffmail.com,www.nandhaengg.org
Nandha College Technology,235; Chennimalaipalayam Road Pitchandapalayam; Erode Perundurai Main Road Pincode - 638052 Erode (Dist) Tamil Nadu,ERODE,Tamil Nadu,04294 - 222116/ 223434,principalnct@nandhainstitution.org,www.nandhatech.org
